pos_y,ecc,hits,rms_trans,pos_x
7.013,5.167,134,0.7984,7.334
9.173,1.02,11,1.216,2.248
9.393,15.46,49,0.1958,8.3
8.652,16.43,73,0.2041,8.323
11.68,2.089,53,0.6513,11.76
11.74,3.558,78,0.7933,7.217
5.108,4.562,162,0.7613,4.286
10.68,3.421,85,0.6929,5.355
8.863,4.05,97,0.6771,6.259
1.048,4.161,9,0.3748,3.474
5.692,4.569,187,0.9067,6.99
11.68,6.176,106,0.365,6.522
2.07,3.758,97,0.4611,11.05
5.463,2.164,68,1.013,4.947
2.841,7.633,45,0.4727,6.581
4.215,4.965,113,0.8029,7.142
4.778,1.96,71,0.3476,3.07
9.896,1.285,19,1.217,4.297
1.8,2.002,9,0.8956,9.995
8.598,1.743,23,0.7155,11.79
8.481,4.366,347,0.8198,7.344
7.259,4.932,173,0.8996,7.835
8.059,3.492,273,0.6751,4.342
5.157,6.902,71,0.4287,10.98
6.66,5.989,101,0.4826,3.765
1.097,3.416,11,0.519,4.202
1.277,3.698,7,0.1214,12.75
12.35,5.614,183,0.552,8.558
2.771,2.393,8,0.3981,1.822
11.89,1.365,16,0.729,2.255
7.024,5.822,102,0.7308,6.155
4.597,3.875,245,0.9923,10.44
6.804,7.654,175,0.5951,3.478
3.637,4.746,106,0.8467,6.454
3.887,6.061,114,0.6218,6.382
7.287,7.683,6,0.2117,1.109
1.791,1.664,16,0.4193,1.746
11.83,1.351,30,0.6873,2.838
9.858,4.955,296,0.7645,7.625
7.675,3.784,650,0.9426,7.023
7.032,1.329,1381,1.718,8.303
3.144,8.192,48,0.2338,4.072
1.926,1.382,35,0.1488,12.63
9.778,6.007,109,0.7058,6.206
8.489,4.987,111,0.6706,9.536
9.439,3.871,96,0.9019,8.707
2.51,4.396,170,0.9883,9.094
1.45,1.481,14,0.5241,1.587
2.732,2.391,47,0.7602,2.672
11.65,1.179,8,0.7128,12.64
3.02,2.584,173,1.47,8.808
5.567,2.185,131,1.194,8.152
12.71,3.745,25,0.4432,3.438
10.65,2.742,152,0.9104,10.12
6.405,7.686,50,0.4585,7.435
6.39,5.393,113,0.8578,9.344
1.12,6.122,29,0.3471,9.967
9.736,1.478,103,1.016,4.826
2.516,2.722,62,0.5457,11.78
6.767,4.903,263,0.7683,6.806
5.148,3.43,91,0.9794,5.361
2.352,1.688,47,0.7632,2.601
8.074,5.385,98,0.7571,9.323
3.272,3.056,237,0.8501,5.532
5.632,4.467,120,0.7517,9.997
3.742,3.892,343,0.643,8.894
5.067,1.816,377,1.007,5.83
3.422,2.17,62,0.7947,5.495
12.18,2.062,22,0.7139,11.37
8.059,8.539,71,0.4922,7.024
11.59,3.425,66,0.394,10.94
3.16,3.028,78,1.06,6.746
11.06,3.817,131,0.8354,4.134
11.66,2.548,71,0.9092,10.83
9.259,11.01,103,0.3522,5.973
9.609,3.576,223,0.7996,8.259
5.362,4.964,223,0.7132,7.735
7.477,4.516,93,0.996,7.545
11.4,3.222,54,0.7669,10.06
11.71,1.668,45,1.003,11.6
3.584,1.857,934,0.9206,8.131
7.946,3.863,247,0.8886,10.47
12.05,1.221,15,0.5744,11.86
3.76,3.333,95,1.008,7.793
3.371,1.825,57,0.9414,2.859
6.088,4.055,88,0.8427,10.76
10.99,5.331,130,0.6185,5.617
9.073,4.087,17,0.1719,1.225
6.403,2.918,27,0.3145,10.53
10.13,4.488,232,0.8269,8.968
4.431,4.697,61,0.8197,7.947
12.15,2.057,112,0.7718,10.4
1.093,3.278,40,0.527,7.26
11.37,6.945,58,0.417,8.872
1.756,1.316,39,0.794,1.912
12.43,5.503,19,0.6071,5.713
13.03,7.738,4095,0.4696,6.103
1.222,3.935,154,0.2918,9.41
12.45,1.459,57,0.653,9.456
10.54,1.923,60,1.078,3.032
5.068,3.811,104,0.5832,10.21
4.991,4.398,102,0.6385,10.63
3.352,3.662,86,0.8381,8.803
8.414,3.558,113,0.8747,6.352
12.4,1.454,35,0.4133,12.38
2.073,4.266,121,0.7593,5.248
7.838,5.669,197,0.3211,8.891
6.814,3.323,78,1.14,8.143
11,2.557,38,0.4057,12.04
5.052,2.338,558,0.9654,3.951
7.661,3.586,143,1.063,8.876
2.231,1.685,250,0.5816,9.756
6.821,7.232,246,0.5248,7.792
11.25,4.844,185,0.6631,6.982
3.403,3.758,117,0.9986,6.147
9.11,5.968,119,0.5068,8.652
1.874,2.939,7,0.3128,1.623
7.097,3.251,219,0.9829,5.279
5.753,9.871,134,0.298,12.13
8.771,8.814,39,0.2,11.26
12.2,1.171,93,0.7392,2.812
12.65,3.919,39,0.4546,10.58
11.76,4.874,82,0.3758,9.278
0.9311,2.582,14,0.3823,2.373
12.53,7.876,10,0.1667,3.317
9.916,2.518,557,0.9812,9.897
3.764,2.855,14,0.6604,11.65
5.436,4.674,124,0.9109,7.106
11.24,1.445,16,1.105,11.64
2.185,1.642,55,0.7904,11.78
8.155,3.466,279,0.6832,5.463
3.286,5.417,97,0.3614,11.14
4.373,2.236,85,0.9478,11.66
4.752,2.514,110,0.7025,3.425
9.019,2.618,196,0.9476,5.24
12.12,1.755,106,0.5494,7.935
2.533,2.242,210,0.9053,6.196
10.83,3.281,22,0.5731,2.685
7.694,8.028,104,0.5251,8.541
5.345,2.034,243,1.079,9.028
9.266,1.703,131,1.647,8.343
3.706,3.745,154,0.7288,7.642
6.45,1.357,30,0.6858,12.19
9.123,3.008,8,0.02656,0.3094
6.464,1.713,855,1.393,10.53
4.83,7.292,130,0.5269,4.694
11.34,3.747,76,1.015,6.881
11.34,6.294,64,0.5071,8.288
9.25,4.147,69,0.9336,6.14
11.47,1.58,28,0.6329,12.28
12.64,3.717,7,0.4355,5.017
10.35,4.254,63,0.3485,11.34
12.6,4.239,138,0.4075,11.64
1.568,3.016,6,0.1707,13.21
3.111,7.863,80,0.4806,6.317
0.9405,4.109,20,0.3384,2.78
5.529,6.527,167,0.3409,8.816
4.345,3.184,112,0.8498,11.04
2.591,8.249,151,0.4333,6.663
8.753,6.223,192,0.6162,4.513
3.353,4.454,183,0.8207,7.321
3.067,6.67,78,0.5783,6.766
2.009,2.707,32,1.021,4.835
2.615,5.012,49,0.319,11.49
11.85,3.228,54,0.8598,8.623
3.023,9.706,90,0.2871,6.812
10.87,2.557,44,0.8527,11.5
9.664,4.179,166,0.3624,12.76
9.731,3.384,120,0.7298,10.64
8.04,2.443,199,1.106,5.924
9.737,10.79,95,0.2918,8.185
1.547,4.734,98,0.5352,10.39
2.274,3.765,206,0.7365,5.337
5.608,3.298,152,1.109,7.793
10.97,2.639,54,1.06,8.742
4.331,8.871,154,0.446,6.122
11.8,4.303,87,0.6369,7.287
10.28,2.862,121,1.341,8.653
11.02,4.544,134,0.8603,6.733
8.681,2.626,132,0.8233,3.014
5.434,4.215,166,0.9277,8.03
2.66,3.663,62,0.6452,3.527
6.826,3.518,92,1.051,6.623
11.56,2.404,161,0.9182,10.43
10.79,4.839,67,0.6318,4.087
4.556,2.031,6,0.02593,13.97
12.35,1.309,54,0.5952,12.48
1.701,2.038,39,0.6721,11.25
12.99,12.33,35,0.2758,9.047
6.313,6.637,133,0.5133,11.86
6.307,7.869,191,0.499,8.508
3.727,10.52,71,0.1944,10.78
11.19,3.522,162,0.6406,8.62
11.67,2.144,81,0.6837,1.725
1.574,1.485,48,0.672,11.91
12.06,2.951,26,0.5204,2.687
9.565,4.075,88,1.037,6.798
10.2,2.648,314,1.019,6.679
10.54,1.773,38,0.9009,11.99
12.99,6.788,27,0.3715,6.255
3.666,3.561,97,0.7674,10.17
7.997,2.058,213,1.81,7.195
12.02,2.251,54,0.6585,2.745
1.162,8.088,8,0.2357,4.599
11.21,2.621,33,0.5888,2.028
3.952,1.423,286,2.386,8.659
10.26,3.827,185,0.5774,7.491
3.833,3.827,92,1.022,7.489
2.127,3.953,151,0.4362,10.4
2.049,1.238,444,0.6242,1.473
2.833,6.075,7,0.1897,13.33
5.951,3.4,132,0.9049,4.072
7.679,3.069,118,1.052,2.806
5.709,2.598,181,1.213,7.207
5.826,5.642,52,0.4585,11.72
4.313,2.461,13,0.1295,12.82
10.4,4.033,194,0.7359,7.884
5.919,4.422,34,0.27,12.27
2.892,6.981,116,0.5232,5.362
12.55,1.198,90,0.383,1.812
4.33,7.779,287,0.549,5.682
11.78,3.187,46,0.6194,9.931
2.312,4.314,44,1.023,7.014
6.339,6.057,218,0.5999,12.51
12.82,1.758,6,0.5112,7.92
1.191,2.68,38,0.421,11.52
11.95,5.942,78,0.6022,5.914
12.15,2.488,36,0.7912,3.002
10.94,1.105,149,0.6767,2.378
1.236,10.54,127,0.2576,7.491
6.427,2.043,310,2.04,9.293
2.036,4.335,74,0.7184,8.094
7.488,6.833,51,0.2887,10.29
1.76,2.783,6,0.04741,13.14
8.953,3.647,211,1.106,9.978
12.37,1.331,131,0.6053,12.24
1.815,1.464,42,0.7744,11.94
1.904,1.856,9,0.4605,1.256
10.73,1.731,103,1.055,4.842
10.62,2.229,482,0.6979,8.706
4.846,3.865,151,0.8842,6.604
11.35,4.118,83,0.3689,10.89
7.472,2.389,111,1.869,8.938
1.252,4.694,51,0.5962,4.912
9.011,2.686,85,1.122,9.624
3.629,4.608,116,0.701,6.672
9.308,3.988,204,1.05,6.774
0.99,1.361,8,0.2451,1.024
11.83,10.22,24,0.1536,9.962
7.268,1.438,1092,1.265,2.935
7.284,6.431,299,0.5448,6.545
11.49,1.345,36,1.059,11.24
4.146,3.166,8,0.1973,2.461
2.739,5.526,85,0.505,7.65
5.533,3.671,292,0.6723,6.524
10.24,5.9,89,0.6268,7.2
1.645,4.055,59,0.5839,5.565
9.177,10.24,115,0.2678,4.115
1.198,3.46,45,0.4661,10.81
7.134,3.6,60,0.3104,10.15
7.383,2.257,240,1.442,7.32
9.851,3.074,90,1.099,7.275
4.908,3.422,587,0.7689,9.712
4.514,3.566,152,0.591,5.497
10.49,4.416,209,0.6048,6.299
12.22,2.581,52,0.6755,11.71
6.51,3.323,173,0.9425,4.166
9.022,5.546,79,0.5049,11.69
6.949,4.398,33,1.114,5.734
7.852,8.196,72,0.3951,11.28
6.534,3.786,509,0.9641,9.384
5.51,1.63,16,0.6751,12.3
12.06,4.605,48,0.7267,6.387
12.06,1.833,113,0.8498,10.36
1.841,8.747,106,0.4562,8.885
6.191,2.302,72,1.079,9.579
9.042,5.129,85,0.9331,7.693
5.136,2.747,355,0.994,7.542
5.706,12.53,535,0.4011,7.276
9.16,2.368,200,1.066,4.474
7.604,7.928,270,0.2872,4.826
5.59,6.516,134,0.6539,6.71
3.098,5.987,161,0.584,6.736
8.928,2.94,137,1.108,7.386
5.131,2.302,145,1.005,9.694
5.658,3.93,380,0.88,6.348
1.686,2.039,13,0.372,2.189
12.28,2.503,14,0.655,3.567
4.696,14.05,74,0.2966,7.883
12.02,8.472,7,0.05635,12.91
2.362,2.459,131,0.4996,11.66
10.17,3.366,87,0.7823,3.508
10.3,2.916,27,0.61,1.284
7.676,2.457,46,0.2296,12.1
3.225,4.773,97,0.3631,10.88
1.441,4.757,56,0.6815,9.625
4.251,14.12,99,0.2458,8.976
11.45,4.081,58,0.9284,6.996
6.728,3.969,554,0.6136,7.076
12.43,5.691,140,0.5203,8.502
11.38,1.103,43,1.173,7.985
1.495,2.314,46,0.7797,4.026
7.665,6.473,108,0.5232,8.459
6.799,2.73,267,1.031,8.607
9.117,3.858,99,0.9089,4.747
8.498,3.588,318,0.8998,7.322
1.897,3.002,149,0.673,8.276
5.935,1.505,420,2.886,5.321
10.34,4.325,90,0.8323,5.419
1.243,2.116,39,0.2699,2.462
4.48,2.307,197,0.9884,6.519
11.29,1.346,27,0.9818,11.05
4.18,3.618,88,0.9594,7.494
4.466,3.267,122,0.8916,6.218
0.8725,2.711,11,0.1814,12.82
2.465,1.891,172,0.7764,2.907
3.337,2.586,241,0.9074,9.298
2.092,4.985,134,0.1977,10.86
10.6,3.04,120,1.069,6.923
8.542,5.761,174,0.7451,10.53
9.851,5.522,123,0.8161,8.516
1.586,3.609,64,0.7882,10.68
11.69,1.496,91,0.7911,11.9
7.446,2.838,256,1.103,3.322
6.096,4.496,362,0.5569,6.494
6.877,2.464,593,0.7939,9.622
11.61,3.272,56,0.5459,3.756
9.234,3.856,79,0.9307,6.262
4.739,5.063,50,0.5962,1.598
6.854,3.689,136,0.8119,6.217
5.302,9.09,207,0.4305,6.005
1.552,1.242,7,0.4813,2.133
0.9371,2.601,13,0.2713,6.458
8.03,1.777,28,0.1076,13.19
2.701,4.484,229,0.5063,10.03
5.772,1.77,207,2.417,5.539
7.207,4.161,116,0.8871,9.152
6.837,4.997,80,0.5922,6.305
2.119,1.603,83,0.8461,11.42
6.339,2.952,316,0.8633,4.799
4.083,5.942,11,0.1335,2.872
4.973,4.012,182,0.9281,7.537
1.264,1.895,1515,0.5992,12.09
2.746,2.048,973,0.6288,11.08
3.348,3.23,88,0.9968,5.687
3.158,3.577,68,0.675,1.859
1.446,6.566,59,0.4283,3.769
7.135,3.029,149,0.9257,5.749
12.25,2.699,36,0.7657,5.654
2.255,2.474,28,0.691,2.901
10.28,3.734,174,0.785,3.932
12.52,4.642,4095,0.8948,7.196
1.432,4.269,92,0.5775,8.307
11.42,4.056,111,0.8373,7.151
6.167,4.53,183,0.9153,4.889
6.639,5.169,72,0.9017,7.51
4.942,1.591,351,2.563,7.353
4.302,5.073,7,0.2758,13.24
11.1,2.555,24,0.3149,13
5.087,2.598,142,0.6978,2.156
1.29,1.723,25,0.4125,12.07
6.876,2.278,899,1.46,9.005
10.85,2.805,121,1.276,5.522
10.05,1.571,455,2.677,6.395
7.095,5.805,214,0.7257,9.639
9.642,3.163,107,0.8537,3.793
6.78,6.019,288,0.6367,5.438
7.354,5.854,269,0.6629,7.089
11.67,2.44,54,1.138,8.84
3.319,2.548,68,0.9956,9.843
12.83,2.265,41,0.4754,10.92
7.573,5.106,50,0.2815,2.036
7.258,3.516,110,1.16,2.562
6.283,8.859,11,0.2315,10.89
5.184,2.522,8,0.399,3.63
8.765,2.033,558,1.52,9.93
3.38,2.469,74,0.9558,5.321
4.408,11,45,0.2557,10.82
9.352,2.047,235,1.378,6.957
10.73,4.228,450,0.6483,5.465
10.62,6.237,190,0.5715,6.799
4.201,2.329,8,0.1132,13.07
7.114,8.888,71,0.3781,10.15
1.687,2.428,17,0.5121,2.13
0.9204,6.284,17,0.2517,12
12.01,3.734,46,0.5269,4.921
6.468,4.649,148,0.7744,7.851
11.98,3.502,18,0.3424,9.992
3.382,4.122,184,0.8476,5.397
4.366,9.547,17,0.08925,11.68
2.844,2.128,44,0.9235,7.41
12.6,2.535,8,0.3171,4.297
8.547,8.129,157,0.463,6.342
7.968,4.273,344,0.7656,7.914
7.229,5.528,88,0.7779,9.021
0.7933,4.205,13,0.1292,11.23
6.994,3.068,150,1.306,8.81
4.597,9.722,91,0.2169,9.68
11.57,2.174,32,0.7143,10.38
4.143,4.43,183,0.3974,7.509
11.86,4.08,44,0.7655,5.261
2.659,6.305,87,0.1993,10.45
1.595,5.3,8,0.1656,1.554
5.23,6.816,191,0.4995,7.983
1.137,3.885,72,0.4894,3.541
0.88,5.741,6,0.1373,12.38
13.05,6.212,14,0.2487,9.499
10.25,4.689,183,0.7598,3.898
12.68,2.639,8,0.3409,3.499
6.299,4.414,226,0.6566,8.399
9.032,4.388,169,0.7616,9.197
10.98,3.78,405,0.3488,10.57
5.126,3.622,167,0.8265,7.175
10.85,5.379,71,0.4146,7.428
9.471,1.758,92,1.845,7.419
11.57,2.674,44,0.7272,2.965
6.675,5.354,98,0.7635,8.745
1.127,2.03,9,0.4992,2.283
8.554,7.202,39,0.3268,12.23
8.575,5.35,147,0.6406,6.617
6.509,2.115,37,0.65,11.28
10.62,4.623,215,0.8991,7.098
1.14,4.803,111,0.4306,9.572
11.61,4.925,17,0.229,1.855
7.644,7.727,194,0.3755,4.372
1.803,4.148,120,0.5642,5.572
6.913,3.371,211,0.9621,7.845
1.335,2.684,18,0.563,11.96
7.272,1.894,641,1.278,8.215
12.55,3.118,8,0.3007,2.331
7.112,3.994,98,0.8567,5.686
11.99,3.064,37,0.7133,9.644
1.306,1.979,12,0.3142,1.788
11.64,2.876,78,0.9913,7.12
2.878,3.21,6,0.08093,9.103
4.546,6.123,109,0.7216,6.604
3.191,4.133,35,0.5398,2.955
3.625,5.403,107,0.6767,8.046
3.449,1.237,10,1.037,3.053
6.989,1.55,986,1.419,3.336
6.768,10.2,73,0.3171,6.715
8.903,3.346,142,0.9393,8.228
4.744,2.41,120,0.9225,8.081
10.15,3.898,263,0.935,8.594
8.186,1.973,158,2.038,9.265
8.851,4.68,109,0.5809,9.885
9.902,3.294,15,0.1424,1.545
1.142,5.482,41,0.5,9.162
8.233,4.088,98,1.086,8.803
7.7,2.082,403,1.974,7.668
9.305,6.824,105,0.6215,8.317
9.995,4.29,121,0.6289,5.08
1.1,5.237,6,0.2851,2.2
2.851,1.642,264,1.509,7.36
2.111,2.427,128,0.8326,5.121
12.35,4.24,172,0.612,7.406
1.581,6.779,59,0.4621,7.372
8.162,5.523,52,0.7897,9.118
4.284,6.027,106,0.4163,4.829
9.943,3.316,127,0.9385,3.64
5.812,5.854,127,0.6084,11.12
10.34,2.693,120,1.089,6.03
7.663,3.295,268,0.9938,10.45
6.774,1.075,118,3.293,9.799
8.056,3.759,208,0.8976,4.952
12.1,2.201,392,0.5678,9.374
12.42,5.379,71,0.5299,8.81
1.419,6.99,69,0.3274,7.052
12.3,3.542,55,0.345,10.45
3.946,1.421,138,1.265,9.365
13.24,1.679,18,0.08395,7.657
6.509,4.124,119,1.078,6.255
6.962,5.902,91,0.5775,10.15
9.318,2.945,184,0.8901,6.633
3.579,10.15,7,0.07444,13.13
7.447,2.628,222,0.9646,5.976
12.63,4.857,10,0.2076,10.74
9.894,3.99,188,0.8141,9.856
4.731,4.89,112,0.5712,12.21
7.138,2.369,382,1.633,6.45
5.303,5.447,323,0.6828,8.384
9.773,2.06,61,1.013,10.9
2.577,2.088,117,0.9529,3.723
2.282,3.614,99,0.8831,7.355
12.27,1.449,27,0.7748,7.373
11.56,2.577,108,0.8092,10.66
12.59,3.503,38,0.5819,4.533
1.617,2.737,106,0.8203,8.785
7.48,3.616,186,0.6884,7.02
12.43,2.296,36,0.247,12.5
3.634,2.471,127,0.9722,10.09
1.302,4.099,48,0.6291,5.137
8.328,1.882,91,0.8933,3.188
6.338,5.808,86,0.631,7.17
10.44,6.595,145,0.4804,6.458
11.18,3.213,6,0.2261,13.37
1.672,1.333,59,0.6738,2.501
12.41,4.061,34,0.3284,3.942
5.084,1.946,378,1.505,4.79
7.072,3.777,58,0.6156,1.874
3.094,1.674,16,0.6082,12.65
11.07,3.536,508,0.9742,8.32
10.16,4.037,124,0.841,9.5
8.028,3.803,3484,1.084,6.72
2.15,2.599,54,0.5004,11.18
10.97,1.332,49,0.966,11.32
5.497,1.28,93,1.041,3.011
12.08,1.682,7,0.4438,1.78
2.114,5.644,111,0.7159,6.911
5.497,3.801,61,0.8828,10.81
1.498,1.796,34,0.4578,12.35
5.055,4.073,115,0.821,4.388
4.986,8.696,70,0.4986,8.45
7.574,3.459,69,1.224,6.929
7.621,9.943,158,0.2996,3.976
5.836,4.094,296,0.7698,5.442
6.814,4.375,56,0.8307,5.585
9.591,5.366,72,0.5408,9.418
4.284,4.162,137,0.9179,6.432
2.51,4.286,120,0.4036,5.22
8.162,4.819,132,0.7954,5.553
3.65,3.132,76,1.122,7.051
7.275,1.714,87,0.771,12.15
13.04,18.44,9,0.06463,5.149
6.173,2.936,844,1.066,7.511
10.16,1.574,54,0.9498,2.297
9.132,4.411,89,0.7455,8.022
7.777,5.002,231,0.6579,3.926
8.812,2.741,318,1.038,5.762
8.537,4.459,198,1.01,6.04
9.528,5.719,103,0.4341,2.152
7.582,3.912,147,1.001,7.906
3.778,2.556,154,0.6307,3.128
3.991,2.929,103,0.8018,7.493
12.5,1.796,15,0.5976,12.38
1.046,8.325,21,0.3395,6.832
11.76,1.417,42,0.7922,12.1
4.43,1.97,276,0.9912,10.09
9.43,1.257,1413,2.997,6.528
8.303,2.886,160,1.14,6.852
7.721,1.804,126,0.8134,11.27
13.03,8.425,11,0.2635,9.363
6.282,4.442,86,0.9478,5.667
11.77,2.32,38,0.6034,3.694
2.501,2.44,85,0.4331,12.29
6.193,2.485,198,1.006,4.151
12.92,7.463,53,0.2591,8.869
12.19,3.43,206,0.564,9.945
1.312,1.979,17,0.3046,1.28
2.127,3.4,6,0.3438,12.98
2.464,3.148,378,0.9368,7.072
8.869,8.748,300,0.4897,4.883
7.56,5.188,93,0.7487,5.766
7.043,3.443,42,0.2096,11.83
6.855,3.406,165,0.8841,5.277
11.98,3.477,97,0.7366,5.148
10.87,3.441,109,0.5727,5.456
8.434,6.21,231,0.59,8.834
2.02,1.835,17,0.4752,12.9
6.3,9.026,272,0.4658,9.641
2.786,4.828,91,0.7899,5.358
1.126,7.594,41,0.43,8.455
8.717,2.303,33,0.7886,2.114
7.735,8.061,132,0.5594,7.115
7.346,1.38,173,2.515,8.527
13.14,12.76,6,0.03132,12.37
12.34,7.957,16,0.2977,3.606
12.17,6.534,42,0.3042,6.016
8.437,1.338,739,1.132,11.26
7.966,3.642,105,0.589,11.63
4.334,2.67,82,1.081,9.989
8.038,8.116,109,0.3386,6.426
7.22,1.122,275,3.394,7.414
2.244,5.407,54,0.4811,8.042
6.977,8.861,135,0.3509,9.284
1.945,2.106,30,0.9032,7.838
8.617,1.833,87,2.262,7.83
5.475,1.269,39,1.078,3.387
12.94,4.406,6,0.05172,4.125
6.202,5.176,200,0.6517,12.4
4.817,3.228,219,1.001,7.92
9.714,2.032,53,0.9573,5.113
9.26,2.242,108,0.5477,12.18
10.39,1.59,6,0.0662,0.7608
2.186,1.188,108,0.7575,12.28
11.17,2.069,493,0.7706,5.071
7.748,20.23,124,0.1857,4.892
11.02,3.562,103,0.8962,7.462
6.612,4,123,0.8642,7.687
10.28,2.189,281,1.405,9.982
4.453,3.423,47,0.8004,2.788
6.904,1.792,201,2.189,8.706
11.57,2.244,19,0.5493,1.814
2.474,2.17,52,0.7502,2.899
6.107,1.252,373,2.862,6.779
2.76,3.857,135,0.9584,6.451
5.424,9.772,207,0.4137,9.304
6.126,3.502,617,0.886,7.944
7.104,7.383,92,0.5099,6.07
8.263,1.812,455,0.6993,11.89
12.21,2.049,11,0.5864,2.007
9.857,5.654,126,0.6983,9.415
10.22,4.515,80,0.9039,7.227
2.188,4.134,54,0.7791,7.76
12.29,1.026,36,0.7744,12.42
10.4,2.662,58,0.5698,1.663
10.05,9.363,144,0.3188,10.95
6.564,5.372,277,0.6168,8.684
7.964,2.11,364,1.284,8.385
5.498,1.677,103,0.97,9.589
8.447,5.173,116,0.6947,6.712
3.021,3.92,108,1.046,8.878
7.999,3.216,146,0.9822,7.608
13,1.242,44,0.1944,2.571
1.724,1.254,46,0.5089,1.292
4.243,5.621,127,0.371,2.58
11.42,4.026,77,0.3782,11.54
10.13,5.376,131,0.6082,11.87
5.822,3.111,158,0.898,7.601
8.312,8.567,175,0.4589,4.158
5.072,4.249,102,0.842,4.633
4.521,6.223,73,0.6498,7.006
12.63,1.748,24,0.2852,12.63
5.259,3.71,265,0.7181,11.04
3.77,3.734,131,0.9634,6.109
6.121,4.64,264,1.023,7.766
4.437,2.983,30,0.6996,11.89
1.476,1.61,12,0.6009,2.159
4.51,3.4,81,0.3828,11.11
5.641,4.345,134,0.7974,10.2
4.939,6.516,162,0.6026,7.907
10.58,5.304,137,0.7377,8.65
1.972,5.476,17,0.1968,8.142
11.73,1.719,25,0.6443,1.972
1.143,2.482,11,0.5367,10.87
10.35,2.646,36,0.9216,3.706
9.83,2.195,83,0.9311,3.652
4.342,1.736,525,1.721,5.356
9.447,5.199,87,0.5332,9.783
7.927,3.705,186,0.9026,7.726
12.64,3.819,19,0.4576,11.28
10.1,4.608,305,0.9747,8.042
11.7,4.654,53,0.6924,9.199
11.78,3.16,14,0.2392,4.235
12.24,3.301,70,0.6576,8.504
1.993,2.872,89,1.041,7.293
10.71,2.533,187,1.429,6.875
12.53,3.355,8,0.3965,2.805
6.457,7.471,113,0.4853,7.142
7.562,4.866,92,0.6461,6.776
1.874,1.44,46,0.6316,2.755
1.302,5.882,66,0.5911,7.39
4.466,1.143,20,1.111,11.95
2.377,1.603,989,1.308,4.559
10.95,1.254,87,1.214,8.515
10.32,4.221,194,0.6072,5.457
12.22,1.455,29,0.4472,1.723
6.357,4.88,11,0.43,3.247
1.527,6.924,49,0.5887,8.667
10.38,5.36,32,0.2556,11.35
11.68,2.254,21,0.8896,2.937
6.615,2.708,311,1.288,10.29
0.66,8.117,8,0.06163,10.13
7.259,5.152,135,0.6152,9.5
1.154,1.244,33,0.4842,1.321
6.405,5.541,226,0.8179,6.749
4.501,7.768,134,0.4161,7.088
7.261,2.597,346,1.693,7.353
11.26,4.72,76,0.5427,8.474
9.653,2.476,88,1.044,3.249
4.912,1.3,26,0.925,2.158
1.227,3.683,136,0.4965,11.54
2.19,1.878,94,0.7027,12.28
0.9507,1.201,14,0.3738,5.174
8.072,4.5,178,0.8054,7.842
5.957,2.971,723,0.8973,8.866
2.949,2.643,160,0.956,8.404
8.298,3.218,154,0.7795,6.062
11.24,5.819,135,0.739,8.831
8.666,4.496,50,0.9633,5.958
2.509,3.848,18,0.2834,13.15
9,5.851,525,0.6162,8.408
4.781,3.98,703,0.8359,3.073
2.155,3.364,25,0.2746,12.11
6.647,3.67,182,0.8513,7.018
11.25,3.771,135,0.7698,6.311
11.77,2.251,51,0.7045,2.939
1.395,6.885,7,0.07514,1.418
10.03,4.208,217,0.6834,6.913
12.05,3.469,61,0.505,11.33
9.43,2.898,89,0.968,9.53
3.262,2.946,27,0.5866,11.61
0.9389,7.687,7,0.1555,2.581
3.087,3.002,95,0.3821,2.26
3.069,1.962,182,1.739,9.375
11.95,6.623,28,0.3177,9.996
6.292,5.243,501,0.6687,5.374
7.917,7.676,80,0.4677,8.042
1.639,1.559,10,0.7008,2.09
3.439,3.558,30,0.5149,12.06
4.12,4.355,206,0.8972,4.118
4.421,1.828,75,0.8659,11.09
11.43,1.417,20,0.7328,1.952
1.845,1.133,46,0.4637,6.635
5.837,1.896,260,2.314,8.148
3.643,7.735,72,0.5365,7.077
5.75,9.327,338,0.4174,10.95
6.999,2.598,1496,1.326,6.217
2.479,1.55,53,0.775,11.94
4.664,3.459,97,0.8509,6.536
1.987,1.335,40,0.999,2.538
8.308,3.566,91,0.7742,12.1
7.439,1.094,2075,4.04,7.835
9.256,5.854,225,0.3698,5.869
8.566,3.373,258,1.116,6.171
5.233,5.156,57,0.6071,7.339
11.21,4.354,109,0.7472,8.076
9.877,3.304,45,0.7816,11.14
3.457,1.825,47,0.7431,12.49
12.25,2.437,39,0.6432,9.928
10.19,1.045,36,1.031,11.33
6.288,4.644,168,0.8945,6.858
12.68,3.225,73,0.4131,3.19
4.206,2.191,178,1.012,5.911
4.173,2.386,24,1.043,11.47
7.719,4.443,54,0.7671,6.215
2.147,2.247,47,0.7166,2.616
12.35,1.961,50,0.5895,11.29
3.9,3.603,274,0.981,5.014
6.252,4.647,84,0.9235,4.071
11.5,2.461,24,0.6409,8.394
1.568,2.474,59,0.6536,8.191
1.72,3.669,26,0.2549,11.91
10.67,2.406,74,0.7473,10.31
5.852,3.681,78,0.9825,4.702
2.188,1.181,53,1.033,11.2
3.769,6.172,97,0.5738,8.367
11.14,2.063,101,1.607,8.243
5.285,3.659,213,1.023,6.284
10.5,2.884,135,1.011,8.423
7.767,3.244,60,0.9428,11.79
9.079,1.959,21,0.2467,13
2.021,2.6,91,0.6775,2.779
5.688,28.45,166,0.1535,6.713
11.87,2.844,53,0.4636,10.09
