pos_y,ecc,hits,rms_trans,pos_x
9.232,4.623,164,0.8503,8.57
10.94,3.659,189,0.9502,5.624
7.456,5.01,177,0.7033,5.899
12.45,1.611,24,0.6815,11.34
6.163,4.827,100,0.8573,8.254
3.53,4.271,134,0.7881,6.139
5.337,4.59,125,0.8308,6.575
12.88,5.443,13,0.2464,3.615
1.111,1.703,152,0.4573,1.639
7.109,3.955,91,0.914,6.933
9.154,1.88,66,1.119,8.723
12.85,5.745,4096,0.705,7.684
12.22,4.833,86,0.6617,7.889
10.3,2.565,27,0.6519,2.551
6.557,7.633,151,0.4495,6.854
6.255,3.835,116,1.003,2.837
0.9939,3.303,7,0.4852,3.296
3.916,9.251,81,0.3719,7.404
4.143,1.507,97,0.9918,3.8
4.541,4.607,117,0.4072,3.001
3.06,4.743,117,0.6876,6.001
8.571,1.821,112,0.882,11.64
1.552,1.846,49,0.4928,2.118
6.392,4.775,177,0.9396,8.274
12.45,2.438,52,0.3783,2.1
12.7,4.167,14,0.3052,10.89
1.772,5.755,7,0.1311,1.01
4.097,2.734,877,0.7921,6.602
3.829,8.431,109,0.3053,4.265
6.116,5.035,220,0.9831,8.403
1.769,5.76,109,0.2621,10.64
3.95,6.181,112,0.7105,6.359
4.171,3.975,134,0.9923,7.78
6.62,3.553,69,0.8113,10.06
10.59,5.274,107,0.5737,5.814
8.028,4.011,124,0.7335,7.262
11.09,5.938,38,0.4984,5.442
1.811,1.196,78,0.6941,12.14
5.428,5.542,73,0.6745,7.369
8.634,1.478,190,0.9726,10.96
7.222,2.645,87,1.045,10.44
11.71,6.455,55,0.1122,5.659
12.39,4.089,4096,0.9785,7.567
9.962,3.303,118,0.7904,4.111
8.362,1.403,270,2.586,7.076
7.721,10.11,134,0.5473,8.568
12.29,2.214,6,0.2835,2.182
4.117,4.386,188,0.7214,5.744
11.74,3.787,96,0.7606,9.473
8.553,3.224,80,0.7174,2.533
1.602,1.46,534,0.7673,2.542
4.996,4.812,75,0.6195,6.575
7.042,7.688,113,0.6604,7.708
5.148,6.897,46,0.2721,10.99
3.201,2.297,262,0.7717,5.636
8.594,4.944,65,0.6797,8.36
1.366,1.179,9,0.5413,1.843
4.557,6.543,60,0.6495,6.44
5.054,3.863,144,0.9762,6.647
4.908,1.555,202,0.6505,12.45
2.266,5.479,64,0.2896,10.96
1.455,4.242,79,0.6518,8.873
6.68,3.868,130,0.6091,7.072
10.82,2.102,71,0.9832,3.311
2.569,4.648,54,0.6659,5.032
3.371,3.832,19,0.6854,2.259
1.616,4.482,51,0.5036,3.944
1.027,8.729,39,0.3837,6.972
12.21,4.774,27,0.6099,7.008
1.714,1.649,9,0.3984,12.93
7.01,6.992,281,0.5681,10.33
6.603,2.569,1900,1.354,9.431
2.87,2.463,104,0.7419,3.785
1.214,3.964,7,0.2412,3.846
3.486,4.783,18,0.1217,2.677
1.589,2.628,95,0.8334,8.877
7.697,5.042,51,0.5717,8.601
7.643,7.245,71,0.6088,6.341
1.878,1.994,39,0.8413,11.84
11.64,1.964,31,0.6254,11.57
6.699,2.102,174,0.9644,2.356
3.601,4.356,131,0.6826,9.134
0.8132,1.428,14,0.157,1.065
7.073,2.594,461,1.325,6.9
12.03,3.329,67,0.7706,7.022
10.85,1.337,739,0.8081,11.66
7.207,4.453,58,0.8871,7.818
4.587,3.48,268,0.7588,2.1
8.013,4.931,153,0.6968,4.061
6.023,4.387,123,0.8727,5.905
2.795,3.032,311,1.053,6.421
12.72,1.582,18,0.4906,12.28
1.255,3.041,342,0.5997,8.85
4.178,1.403,41,0.8377,11.94
5.272,1.651,253,2.114,5.442
5.928,3.689,351,1.042,9.031
9.383,7.503,103,0.4288,6.306
11.18,3.021,240,0.9745,6.183
8.838,1.833,95,0.8901,11.05
11.42,2.603,4096,1.553,7.633
6.299,6.852,691,0.4894,8.718
12.48,6.263,26,0.6627,7.482
8.616,6.594,96,0.5793,6.929
1.21,7.891,12,0.2791,5.486
4.691,3.864,135,1.019,6.224
1.724,3.425,144,0.6847,7.365
9.183,3.331,196,0.7487,8.106
4.907,5.075,52,0.4671,10.1
9.083,3.543,103,0.6488,11.98
4.979,11.22,145,0.2655,5.073
6.15,4.591,266,1.047,7.755
6.169,5.482,164,0.9254,7.433
3.496,6.388,16,0.3131,12.89
12.16,8.39,55,0.197,11.34
5.391,7.21,124,0.5858,2.488
8.806,6.224,52,0.2875,11.93
11.47,2.682,132,0.9612,6.818
2.366,3.209,103,0.7972,8.792
7.098,1.123,3759,3.954,7.797
7.595,3.37,170,1.03,5.995
6.877,6.78,145,0.4703,6.661
12.38,2.84,47,0.4988,11.9
1.238,3.185,8,0.1868,12.95
12.47,1.66,7,0.535,6.494
11.57,2.077,10,0.2492,1.089
3.353,3.404,371,1.238,6.401
9.6,4.597,77,0.334,10.51
5.531,6.072,156,0.6099,4.666
1.642,2.732,207,0.7416,10.04
1.577,1.686,36,0.9362,3.937
11.65,3.57,72,0.8751,5.387
2.706,2.841,134,0.9342,7.757
9.193,1.876,239,0.9887,7.765
8.821,4.558,155,0.8132,8.544
1.292,1.41,12,0.655,3.176
3.73,2.942,177,0.5454,6.471
2.605,1.928,51,0.6027,1.628
4.612,2.73,539,1.024,9.598
10.03,2.764,88,1.152,7.899
2.533,6.065,73,0.4378,8.009
5.965,1.779,408,1.257,5.554
12.1,1.492,46,0.786,11.66
11.68,1.881,6,0.5639,2.796
7.509,2.703,174,1.087,6.929
12.27,2.03,22,0.7611,10.96
4.285,7.887,40,0.1696,3.083
6.392,5.128,96,0.4799,10.52
10.71,2.624,99,1.021,6.746
6.753,2.529,114,1.515,7.806
1.509,2.788,15,0.1782,3.987
4.231,3.131,373,1.005,6.195
7.378,4.146,184,0.7564,5.862
2.538,2.258,366,1.069,4.625
3.505,1.184,27,1.027,2.256
10.18,4.225,111,0.7673,9.77
4.677,9.335,91,0.4552,6.843
11.81,1.683,6,0.4834,1.302
6.353,9.768,105,0.4052,7.841
11.14,3.049,55,0.8921,8.14
1.385,5.495,58,0.5189,5.122
10.82,4.702,136,0.7635,7.684
10.21,2.659,170,0.7932,2.306
6.994,2.634,320,0.9959,4.055
10.44,4.498,32,0.6598,8.575
10.54,2.144,68,0.9667,4.384
8.515,5.693,310,0.5583,5.182
8.524,3.612,326,0.9392,9.684
8.47,1.427,334,1.096,9.753
9.165,5.883,100,0.4306,8.876
3.422,6.602,195,0.4968,6.872
2.202,6.6,45,0.1811,11.18
6.346,2.418,128,1.411,5.227
11.25,2.422,9,0.3072,1.036
8.606,2.55,175,0.4533,1.106
6.138,2.795,628,1.723,3.963
1.874,3.491,62,0.2384,9.307
2.576,2.607,6,0.4833,11.42
7.25,3.457,285,0.8335,7.982
2.211,5.508,23,0.3542,3.536
5.295,4.401,262,0.512,7.745
5.318,3.05,60,0.8374,2.107
1.612,1.677,40,0.6366,8.999
2.148,6.641,90,0.5071,5.856
7.478,2.533,601,1.156,3.143
5.125,3.017,440,1.156,6.823
12.13,1.126,52,0.6541,12.53
1.21,3.812,20,0.1983,12.62
6.734,3.303,557,1.242,7.361
1.157,11.2,75,0.2579,7.216
6.1,4.743,88,0.7541,4.333
5.109,3.726,149,0.954,6.382
6.036,2.019,136,0.3659,12.37
4.423,1.572,150,1.163,9.405
9.495,3.679,602,1.034,8.266
8.144,4.305,7,0.2171,12.87
9.465,8.258,202,0.459,8.41
8.688,1.131,4095,3.494,7.906
1.289,3.18,29,0.5931,5.49
9.549,4.146,243,0.6284,6.266
7.678,4.657,77,0.7695,2.055
8.277,9.339,108,0.381,4.884
2.965,4.843,109,0.8401,7.125
5.583,4.331,78,0.9231,2.543
10.65,1.165,1078,1.074,7.479
4.985,2.745,70,0.7962,3.58
1.689,5.317,98,0.3621,6.042
0.7494,2.233,8,0.08791,12.28
12.32,1.84,12,0.3655,2.232
11.04,2.357,88,0.7094,11.69
9.212,3.292,98,0.9459,6.55
12.62,3.053,13,0.4487,10.68
1.978,8.002,101,0.3759,7.321
7.978,2.386,9,0.3986,1.341
12.37,2.166,33,0.5612,3.173
9.325,4.412,139,0.8148,9.544
11.12,2.124,684,0.9731,4.88
1.183,6.876,74,0.198,3.782
7.193,3.605,275,1.036,6.825
7.709,3.551,174,0.9428,5.712
5.473,4.635,73,0.9303,6.202
6.712,1.494,152,2.845,7.328
10.44,7.138,49,0.5013,8.948
6.301,5.854,132,0.8301,8.418
4.143,6.804,93,0.4221,3.696
11.83,2.544,54,0.8914,11.33
5.189,2.502,209,1.043,2.822
12.44,4.07,6,0.2969,12.22
4.111,2.42,306,0.7416,5.72
2.572,1.329,82,0.9891,10.29
4.046,5.109,59,0.5123,11.87
8.138,6.527,110,0.6709,4.563
8.843,3.966,201,0.6031,7.031
1.648,2.192,13,0.8842,7.634
5.45,1.576,53,1.051,11.62
12.2,3.588,192,0.6097,9.291
12.04,3.418,30,0.5665,9.269
11.7,1.336,38,0.7928,11.52
3.001,3.88,72,0.6199,9.464
2.825,1.323,270,0.9328,7.653
7.093,1.353,357,2.501,5.889
12.58,1.661,205,0.4932,7.47
4.925,4.029,74,0.8294,11.22
3.319,4.016,109,0.8439,6.874
2.563,2.047,60,1.041,9.174
7.11,6.608,112,0.7292,8.12
7.588,4.302,475,0.6861,6.4
7.43,4.418,217,0.8634,3.999
7.208,3.69,98,0.9461,7.38
1.481,1.433,128,0.5089,12.1
1.923,3.428,96,0.7891,9.395
11.92,5.078,63,0.8022,9.334
10.31,7.616,352,0.4887,6.556
2.283,4.39,13,0.5097,10.73
6.605,7.041,108,0.4073,7.199
1.65,10.33,173,0.4392,5.012
12.79,5.388,4095,0.7516,7.424
3.733,1.299,41,1.222,11.51
2.974,6.847,104,0.44,8.08
6.645,3.912,242,0.9494,9.416
1.599,5.304,46,0.6856,5.529
8.141,14.43,105,0.2038,6.571
12.27,2.305,44,0.832,6.339
2.825,7.396,45,0.2664,8.903
11.8,3.323,42,0.4726,10.72
8.423,3.266,130,1.029,8.625
2.535,3.492,134,0.8375,4.666
2.267,14.45,7,0.1027,1.45
6.852,1.624,315,1.985,5.525
6.285,2.243,898,1.416,11.08
9.256,1.176,365,2.839,6.273
3.769,4.187,257,0.846,6.21
10.89,2.708,177,0.5951,4.292
2.505,13.44,40,0.2013,5.515
8.095,7.055,155,0.4888,4.214
3.74,1.052,168,0.8964,11.6
2.555,4.783,113,0.5846,5.481
1.427,2.533,11,0.2973,12.32
12.7,1.956,8,0.1309,1.451
9.834,1.706,514,0.98,4.711
8.526,20.93,139,0.1997,7.546
3.117,1.923,6,0.5535,1.146
2.502,3.387,48,0.8795,5.949
5.804,2.903,325,1.018,6.786
5.725,4.46,137,0.9014,5.07
7.549,3.058,157,1.183,8.302
7.331,12.35,257,0.2164,3.319
11.94,1.787,10,0.5121,12.58
7.119,7.806,105,0.591,7.839
11.27,1.763,41,1.118,10.78
4.591,2.959,43,0.8964,4.301
7.701,4.95,106,0.8252,8.652
10.63,3.148,29,0.7665,2.584
3.178,7.59,69,0.4281,5.656
9.521,1.118,245,2.569,7.195
9.27,3.129,136,1.148,8.081
13.54,4.396,7,0.02017,9.519
10.09,3.289,169,0.8612,4.657
7.374,1.147,132,2.987,7.875
8.748,4.565,95,1.001,6.79
3.37,2.335,742,0.9696,7.622
5.051,1.854,140,2.004,4.147
8.929,4.312,162,0.4449,3.591
9.831,2.957,215,0.8772,5.651
9.146,6.517,192,0.5452,7.28
9.714,4.505,50,0.5644,11.95
9.911,2.226,49,0.9429,4.067
9.37,5.539,114,0.3054,1.917
5.105,2.723,108,0.9473,10.33
6.172,6.578,39,0.2076,10.44
2.264,3.626,30,0.3953,2.422
4.33,1.706,519,1.953,6.828
3.902,5.573,95,0.7857,7.532
5.246,9.632,105,0.3478,6.241
3.684,3.327,74,0.8306,8.053
11.87,1.646,23,0.9297,11.62
8.19,7.617,41,0.2596,1.745
7.972,1.531,373,2.521,5.309
7.251,3.074,268,0.8324,4.175
3.191,3.891,122,0.9355,6.229
11.17,1.645,41,0.8915,11.89
10.11,2.635,171,0.6399,11.3
1.413,4.988,106,0.6592,7.79
10.16,2.87,391,1.031,5.313
9.778,1.436,91,1.065,3.496
7.581,4.855,148,0.7405,4.772
2.01,3.314,53,0.6764,3.13
9.307,4.899,66,0.873,7.403
5.957,4.359,259,0.9386,5.433
3.201,2.206,145,0.6453,11.97
8.015,2.015,2054,1.582,5.489
6.925,1.132,185,0.9095,2.453
6.316,4.359,204,0.9379,5.711
9.888,4.948,100,0.95,8.128
12,6.037,137,0.5808,5.865
10.32,9.414,120,0.4044,6.259
12.1,4.079,42,0.7268,9.198
5.292,8.635,363,0.6231,8.388
7.749,5.584,66,0.5585,7.008
2.393,1.292,7,0.1086,12.52
4.388,5.824,116,0.6627,5.42
7.624,6.263,66,0.5547,5.769
7.296,4.334,259,0.9273,7.762
2.399,3.317,9,0.1249,0.9808
1.239,2.097,134,0.4161,11.08
7.605,2.843,63,1.152,7.609
9.657,7.654,67,0.4473,6.251
4.851,8.008,103,0.3746,9.664
3.498,3.446,423,0.9921,3.385
10.51,2.11,360,0.6118,3.481
5.596,5.125,84,0.6611,5.85
4.407,14.81,8,0.06039,1.767
6.148,4.805,46,0.1908,1.529
1.555,5.403,85,0.551,4.71
9.793,5.571,226,0.3758,5.503
2.067,3.402,12,0.1646,12.48
3.868,3.133,46,0.7423,11.59
12.73,3.262,81,0.4421,9.925
5.852,4.79,350,0.7254,6.553
10.4,2.655,98,0.9291,10.8
0.7475,2.889,11,0.3435,7.573
4.82,9.69,67,0.3414,8.483
11.25,4.017,71,0.8691,4.764
9.409,2.976,215,0.9356,5.607
11.42,6.19,28,0.1938,7.596
11.94,1.536,81,0.6048,1.923
10.55,5.34,143,0.6654,7.579
5.299,6.225,87,0.5841,8.549
5.654,3.489,150,0.9412,4.348
2.2,4.263,154,0.7625,9.312
3.104,1.124,49,1.163,4.211
1.042,2.573,11,0.4373,11.91
1.484,5.951,141,0.5241,5.939
4.823,9.201,11,0.1121,11.9
6.148,4.567,173,0.8024,6.345
5.059,5.597,86,0.7293,8.692
4.086,3.17,172,0.7368,3.302
4.627,3.241,135,1.037,5.381
3.574,3.09,285,1.059,7.721
12.69,9.487,48,0.3661,7.33
7.595,4.772,149,0.7714,7.001
12.65,1.418,21,0.5354,12.23
12.05,5.936,62,0.6841,7.903
2.266,2.371,69,0.9265,4.685
4.807,1.758,299,1.41,6.941
1.876,1.922,60,0.6831,11.68
1.707,4.674,34,0.6711,6.047
9.768,1.485,707,1.196,2.771
3.051,5.092,34,0.2956,2.787
9.873,2.593,98,1.021,5.514
1.776,5.096,207,0.483,10.9
7.352,4.917,207,0.6289,8.119
5.494,4.196,112,0.9906,6.228
9.757,2.026,58,0.7909,1.98
9.787,6.141,130,0.6152,6.152
7.489,1.299,9,0.8007,1.745
9.823,2.748,195,0.8718,2.895
10.7,1.746,147,0.9254,10.04
11.84,2.421,90,0.7264,10.28
1.083,1.423,32,0.4618,2.02
4.026,1.686,10,1.625,9.24
12.93,4.374,7,0.5676,4.6
2.594,3.446,151,0.8075,4.087
4.367,1.492,456,3.053,5.776
9.585,6.404,114,0.5917,7.508
11.77,2.687,112,0.7012,9.889
3.755,2.033,166,0.7239,4.315
12.25,4.011,117,0.5764,8.294
5.488,3.408,174,0.9009,6.863
2.486,7.141,70,0.3862,8.285
8.885,1.718,310,1.908,5.588
9.631,10.21,44,0.1871,4.923
6.445,7.34,86,0.5914,8.342
3.34,4.453,445,0.6,7.53
3.832,3.647,18,0.1131,1.244
2.696,2.64,23,0.7377,11.64
6.657,9.41,142,0.4739,4.747
9.931,8.278,63,0.3694,5.941
2.657,3.904,72,0.8386,6.029
6.705,3.467,68,0.7617,8.243
9.26,3.119,142,1.006,7.37
6.978,1.729,334,1.048,8.63
12.46,2.709,11,0.3157,11.16
8.186,6.211,64,0.6133,7.722
2.763,2.734,26,0.5305,11.98
5.511,4.846,194,0.7633,9.204
11.93,1.185,525,0.7841,9.625
1.405,2.43,38,0.726,9.765
4.217,2.214,42,1.124,7.726
4.564,10.51,93,0.3527,9.171
9.931,1.995,46,1.058,11.22
4.366,1.698,166,2.386,5.585
5.019,5.795,174,0.6917,9.008
5.97,13.35,154,0.4126,8.435
7.83,4.466,179,0.5498,5.787
7.25,5.512,108,0.7333,2.264
1.788,5.214,7,0.2225,12.04
6.228,6.523,59,0.2119,11.26
0.8054,2.626,7,0.2655,2.707
4.515,4.227,157,0.8609,5.599
4.961,3.569,40,0.9379,2.188
7.909,9.159,10,0.1832,13.21
1.473,2.644,7,0.1757,13.27
0.8464,3.232,18,0.2411,2.084
10.81,3.495,139,0.9972,6.599
4.994,4.223,151,0.9726,7.776
10.4,1.366,295,0.6034,12.19
6.15,6.885,137,0.4236,8.984
1.069,2.751,101,0.4791,3.967
1.265,2.414,6,0.06918,0.6508
4.886,4.718,73,0.7314,7.761
3.021,3.829,98,0.8371,6.823
6.553,3.132,23,0.441,11.63
11.23,6.062,57,0.305,2.984
11.36,2.285,179,0.8781,4.057
1.943,2.207,67,0.6076,2.886
3.86,8.48,144,0.3743,6.849
10.4,6.296,63,0.3284,2.988
6.086,4.728,327,0.935,10.79
10.37,3.736,56,0.7027,8.418
11.75,3.508,27,0.5124,2.873
3.863,6.237,141,0.6737,7.941
7.766,2.777,130,0.9189,7.676
12.86,2.865,7,0.4292,12.01
3.295,1.45,97,1.024,2.439
1.903,5.449,20,0.1689,13.33
11.24,2.559,572,1.185,6.547
10.86,3.183,186,0.9041,6.62
1.206,3.738,14,0.6137,5.724
1.999,4.492,54,0.8406,4.733
3.5,7.227,91,0.5564,5.568
12.1,4.248,108,0.3228,4.684
2.176,1.337,18,0.7049,12.08
10.66,2.97,12,0.3214,12.42
3.835,3.145,40,0.7126,3.656
1.929,1.363,82,0.9047,5.988
10.59,2.527,94,1.104,6.485
1.846,7.001,70,0.3279,10.75
10.61,2.692,47,0.7255,9.757
6.733,7.243,92,0.5796,6.574
12.76,3.624,7,0.1225,12.88
2.105,1.858,99,0.8125,4.165
7.125,2.742,409,0.8221,7.744
6.537,4.867,324,0.9406,6.914
6.692,2.429,415,1.082,7.6
8.01,5.113,249,0.8369,10.59
12.17,3.028,14,0.6156,11
8.46,1.421,251,0.9039,2.692
1.871,3.247,37,0.4967,1.447
6.802,1.511,399,2.256,10.72
12.29,3.189,41,0.5562,11.54
1.381,1.088,33,0.5243,12.64
2.529,4.264,42,0.7187,8.851
1.596,1.199,19,0.7255,2.259
12.7,2.751,8,0.3315,2.578
11.91,3.522,94,0.221,2.396
10.59,4.384,143,0.8082,7.687
7.558,6.751,226,0.5406,6.916
5.591,4.96,31,0.09524,1.516
9.604,3.93,35,0.5246,10.07
12.41,2.946,48,0.5202,7.552
1.63,2.333,31,0.7698,9.544
12.21,1.646,22,0.5628,2.96
6.851,3.241,366,1.039,10.39
3.482,1.159,300,1.103,7.371
8.362,5.616,218,0.6403,7.334
12.13,4.432,14,0.436,11.66
12.12,1.295,24,0.8473,11.95
2.001,2.666,101,0.5793,9.987
10.77,2.589,127,0.6487,10.65
8.954,3.684,128,0.8379,6.916
11.72,8.173,122,0.373,7.081
11.33,6.358,46,0.501,4.625
11.75,2.058,34,0.9089,11.19
12.75,6.506,4095,0.5757,5.398
7.271,1.226,17,0.8913,11.47
2.422,5.777,30,0.2664,12.12
11.51,4.278,117,0.6872,8.014
9.785,2.34,37,0.9102,1.918
9.251,4.479,79,0.6889,7.622
12.12,2.142,21,0.4201,12.5
3.019,6.649,101,0.3436,4.884
5.017,3.049,111,1.075,8.654
4.301,4.195,116,0.5725,10
8.004,5.29,135,0.7393,6.685
9.397,1.845,62,0.7988,2.92
9.51,6.74,67,0.4233,2.907
4.505,5.253,105,0.7104,3.974
1.449,1.599,40,0.6139,11.81
11.38,1.963,798,0.6783,10.73
9.469,6.485,82,0.6066,7.685
8.3,7.742,74,0.5879,6.873
11.74,2.056,22,0.7134,11.45
5.072,3.427,140,0.8518,10.01
11.48,1.249,142,0.8777,3.374
6.911,5.709,33,0.1871,12.07
6.826,6.504,313,0.646,9.47
2.555,2.501,48,0.679,2.5
6.201,3.252,162,0.9246,10.21
7.529,3.089,78,1.05,2.357
5.096,6.265,88,0.5678,7.266
9.918,3.847,91,0.955,6.246
4.089,7.152,176,0.3358,7.548
1.96,13.55,37,0.1378,4.154
6.481,3.801,109,1.019,6.278
12.38,1.715,68,0.7694,7.266
12.05,2.457,95,0.4921,10.48
2.244,1.348,280,0.868,9.676
1.65,1.626,6,0.4094,12.95
6.451,4.073,141,0.9294,7.946
5.551,5.838,95,0.7279,5.87
2.184,1.541,34,0.623,1.506
10.04,6.167,251,0.4766,7.924
8.235,1.669,271,2.449,7.955
11.94,4.614,77,0.4694,11.42
6.058,8.248,100,0.2032,10.21
1.437,3.192,24,0.4131,1.9
11.89,1.643,53,0.1345,13.14
11.2,4.302,103,0.8605,6.444
6.907,1.658,871,1.925,4.186
2.322,2.29,106,0.5144,11.2
7.199,2.88,123,1.102,3.292
5.804,2.897,340,0.9014,5.458
11.18,3.306,239,0.9939,6.683
1.732,1.382,17,0.6375,1.344
11.99,2.483,69,0.6289,10.88
1.058,1.803,31,0.5104,8.861
11.45,2.422,115,0.8661,3.644
12.86,5.28,2178,0.4022,9.468
7.781,6.665,161,0.4315,7.868
10.82,7.987,81,0.2545,3.173
10.93,7.212,7,0.2148,1.12
2.495,4.155,7,0.141,13.06
6.463,2.695,263,1.087,9.071
11.74,4.064,36,0.3729,3.124
5.776,1.373,329,2.29,7.581
1.948,4.004,72,0.6966,5.641
2.867,3.633,105,0.7671,5.456
6.487,6.101,162,0.6329,7.129
4.33,1.251,134,1.237,10.86
6.739,1.489,276,2.079,6.428
12.67,4.98,4096,0.8133,7.609
5.206,1.727,550,2.233,7.937
6.668,6.465,156,0.4224,6.282
7.027,3.493,1070,0.9853,7.672
0.8281,2.873,9,0.09458,1.494
10.39,3.141,186,0.3614,6.412
11.47,2.163,23,0.8148,12.24
6.973,3.145,143,0.9228,5.359
11.99,4.409,240,0.5331,6.204
4.885,4.491,96,0.7277,6.732
1.108,4.83,26,0.6087,3.533
11.3,4.905,48,0.2947,10.35
4.128,3.135,103,0.9769,8.056
8.45,3.599,185,0.9885,4.917
4.771,10.86,145,0.2488,9.069
12,1.752,7,0.4982,12.48
12.19,1.724,30,0.7787,3.02
4.662,3.922,60,0.7138,11.01
4.432,3.621,109,0.8299,5.817
7.818,1.796,23,0.87,11.13
9.244,7.056,47,0.5723,8.643
12.29,4.119,13,0.2305,11.98
2.321,3.282,23,0.4745,2.244
7.134,6.691,221,0.5159,6.568
7.724,3.196,137,1.319,8.066
3.055,2.71,20,0.6248,12.14
2.843,4.867,27,0.4318,11.19
11.49,4.414,60,0.2831,3.228
0.5592,3.493,6,0.12,1.87
11.11,2.839,23,0.3567,1.118
4.158,5.883,138,0.5579,5.696
12.32,2.871,23,0.5243,6.008
5.058,6.719,131,0.7518,6.886
4.436,4.865,95,0.7585,5.28
4.823,2.598,306,1.014,6.051
7.182,3.411,96,1.106,7.192
2.053,3.147,66,0.8813,7.779
7.593,4.258,186,0.9532,7.178
7.999,6.187,119,0.65,7.916
11.64,1.763,6,0.6429,2.228
6.948,4.706,60,0.8118,7.545
6.439,3.299,7,0.3771,12.83
3.518,1.59,1525,1.424,9.178
4.067,1.992,50,0.6112,12.72
3.79,3.724,66,0.7575,4.452
7.716,1.754,94,1.121,10.23
1.918,1.431,35,0.644,8.205
6.433,1.897,158,1.005,2.221
8.451,2.329,152,0.8666,2.88
3.221,6.388,148,0.6541,5.102
5.769,4.698,113,0.9771,8.237
5.248,3.372,172,0.9397,7.507
11,2.235,76,1.065,4.37
7.872,7.438,123,0.3164,3.055
3.003,1.805,441,1.782,7.191
4.893,5.043,685,0.5678,10.45
9.194,1.918,141,1.005,6.02
4.436,4.008,164,0.9063,3.541
7.902,4.285,199,0.9919,11.08
11.08,3.814,171,0.8374,9.737
6.103,2.842,197,1.067,9.661
2.557,5.405,123,0.4057,8.431
4.707,2.293,783,0.9793,5.332
2.846,2.862,54,0.4147,12.35
1.426,4.221,160,0.6549,8.139
1.531,2.061,6,0.122,13.14
1.018,4.087,20,0.375,11.36
8.509,2.254,54,0.8626,10.53
12.75,7.055,23,0.2916,4.588
11.49,1.581,87,0.8294,11.95
1.96,5.546,63,0.6505,6.437
8.07,3.65,63,1.088,6.236
12.04,2.815,183,0.263,10.65
6.91,4.162,127,0.471,2.883
5.174,5.954,212,0.5374,8.238
3.664,4.962,236,0.5872,9.329
1.68,3.378,95,0.6382,4.767
6.498,2.021,165,1.81,8.425
9.235,1.259,415,0.9136,11.69
2.792,1.121,404,1.031,2.757
8.102,8.417,208,0.5188,7.868
11.57,3.651,86,0.8539,7.007
4.319,3.205,168,1.085,5.935
5.845,1.992,402,1.692,7.596
